-0.008420622	0.03190735	-0.035732545	0.08335611	-0.08113135	0.039739933	0.046285816	-0.0028815842	0.09427391	-0.012975523	-0.013205804	0.03205843	-0.0007524564	-0.07154389	-0.041875917	-0.03279363
0.060097113	0.012849925	-0.010116542	0.07158426	-0.07812318	0.045206137	0.08536824	0.0051974407	0.05820015	0.038059436	-0.0018356586	0.06311588	-0.0051694238	-0.021800546	0.069050685	0.020498808
-0.0015154346	-0.12209322	-0.02208168	0.03854701	-0.12148352	0.02624753	0.020057552	0.04429968	0.08714585	0.005055565	-0.012329673	0.1321121	0.00899714	0.026020095	-0.0056634764	0.013162685
0.064988755	-0.034620993	0.0020340413	0.06881029	-0.16879477	0.05795191	0.11463292	-0.03210338	0.11857351	0.012532842	-0.029064909	0.045928035	-0.03226444	-0.078362435	-0.02349403	0.04600101
-0.0027090097	-0.038816966	0.0061613116	0.12706563	-0.05396248	0.101397514	0.02844247	0.016318044	0.061269004	0.038082287	-0.039667927	0.028461738	-0.05227823	0.06045831	-0.011894181	-0.028756266
0.038736492	0.015819173	0.0727916	0.046911553	-0.009418607	0.015487793	0.09947458	0.068793505	0.0904026	0.042075425	-0.02027286	-0.07011094	-0.05438625	0.033968613	0.039150976	0.009440392
0.013651156	-0.036291007	-0.042736124	0.02058156	-0.11405942	0.034015846	0.023500483	-0.00936375	0.11218186	-0.010720571	-0.023111474	0.048511937	0.0068068383	-0.012243837	-0.13863905	0.024173357
0.041593347	-0.078345574	0.084024586	0.11275344	-0.105556205	0.056576855	0.03445696	0.13921507	0.05924586	-0.034201138	-0.008286582	0.042798977	-0.0042640637	-0.020070381	0.049862888	0.0023053947
0.0005584291	-0.011374648	-0.08591765	0.06727418	-0.14816938	0.039296966	0.05830549	-0.038539134	0.1527514	-0.005872758	0.011990925	-0.012237601	-0.01613452	-0.043005805	-0.060239956	-0.00019529164
0.009670822	-0.010339363	0.0083321035	0.016156718	-0.113011345	0.017707216	0.08753388	-0.030018302	0.102516696	0.060827453	-0.022217842	0.095962375	0.03943554	0.04959277	-0.06445117	0.061613575
-0.026207294	-0.0039896686	-0.035085686	0.069736905	-0.042438515	0.00035379393	0.0634517	0.065502234	0.058827553	-0.005180276	0.062725395	0.050740324	-0.0045092287	0.10366642	0.045266192	-0.016777745
0.06698541	-0.013365573	-0.016418964	0.05100018	-0.03507821	0.10222994	0.10067727	-0.02219515	0.031076644	0.10593105	0.013300462	-0.044574205	0.08327439	-0.013757318	-0.05621727	-0.008551807
-0.012330661	-0.10850412	0.10131119	0.04332799	-0.28364033	-0.021227507	0.04380314	0.017337644	0.0057724146	-0.007359858	-0.08677877	-0.007313018	0.064824134	-0.08703731	0.10069393	-0.024977403
0.057708345	-0.05863703	0.08365948	0.053154193	-0.022443006	0.024367888	-0.08302595	-0.006369887	0.031082312	-0.04818878	0.09019593	0.022274274	0.031093262	-0.0744517	-0.060043614	-0.0057883705
0.089717925	-0.006063429	-0.066966556	0.044024732	-0.06968422	-0.0001576261	0.07950351	0.0122361835	0.07593917	0.019517248	0.044550337	0.098290205	-0.06518671	-0.015374823	0.0204182	-0.0476071
0.06573481	0.054617163	-0.0016312394	0.017642988	-0.026926782	0.02846935	0.00034520644	-0.010381028	0.022134658	0.0433195	-0.045113865	0.009608481	0.007868949	-0.07389366	-0.0143465055	-0.023539582
-0.009037833	-0.055596262	0.0140132485	0.11897298	-0.1133117	0.06987792	0.050688833	0.081491664	0.1081638	0.052897397	-0.019891327	0.013297903	-0.014261266	0.029170368	0.073884375	-0.05558845
0.07297582	0.045959428	0.03419549	0.05629554	-0.025188323	0.07119219	0.0013062936	0.14693435	0.12049483	0.11309963	0.025446123	-0.04177166	0.05645151	-0.07066586	-0.07792089	-0.044489153
-0.009982238	0.0009926418	0.011672483	0.12916623	0.008196321	0.03779678	0.011766988	0.034162052	0.020910721	0.09099134	-0.018655226	-0.04790482	0.05826937	0.008521636	0.015297901	-0.0026738308
-0.053176302	-0.039170112	-0.07546814	0.09448615	-0.06621501	-0.009010967	0.1140713	0.06728404	0.087899454	0.073286	0.011729129	0.011199746	-0.07604021	0.043528672	-0.011291009	0.024540074
0.044033635	-0.10394079	0.0061843405	0.11140634	-0.01187592	0.025551673	0.044871785	-0.09996088	0.14243318	-0.03390027	0.034099285	0.07323282	0.0066263685	-0.026176335	0.012028273	-0.018872386
0.083215185	0.025616365	0.066879995	0.010895001	-0.036291994	0.07567981	-0.0426315	0.029815052	0.08117808	-0.0128632365	0.08544337	-0.0715784	-0.007858657	-0.044214725	-0.101424016	-0.016334139
0.053762753	0.015853023	-0.07512636	0.06942056	-0.17741367	-0.07226475	0.07013642	-0.067217514	0.03042744	0.09735206	0.009407045	0.16217414	0.01640304	0.053999864	0.05267257	0.11106759
0.06269908	-0.04000876	0.08082247	0.07314874	0.0422483	-0.0889534	0.07259116	-0.017082425	0.021030659	-0.02732733	-0.022524206	0.053999998	-0.040586974	-0.04966028	-0.09765693	0.004073189
0.00528087	-0.015176198	-0.046886884	0.09878686	-0.17333391	-0.00068435166	0.026293404	0.055406336	0.065925375	0.032280624	0.016151443	0.087195136	0.009907667	-0.0036917166	0.04585523	-0.0062826485
